Loan Application Number,Loan Amount,Loan Duration,Interest Rate,EMI,Borrower Rating by Bank,Borrower's Duration of Employment,Home Ownership of Borrower,Annual Income of Borrower,Borrower's Verification Status,Loan Issue Date,Purpose of Loan,State,Debt-to-Income Ratio (A ratio calculated based on Borrower's monthly debt repayments to self-reported monthly income),Borrower Delinquency in Last Two Years,Date of Borrower's First  Loan,Number of Months Since the Borrower's Last Delinquency,The Number of Months Since the Borrower's Credit Record  was Updated,Number of Times the Borrower has Availed Loan from the Bank,Number of Negative Comments About the Borrower in Credit History,Total Credit Revolving Balance,Percentage of Credit the Borrower is Using Relative to All Available Revolving Credit,Number of Times the Borrower has Availed Loan from All Banks,Late Fees Received To Date,Last Month Payment was Received,Last Amount Received as Payment,Loan Status
30853,143187,57 months,8.32%,3049.569512,AE,10 years and above,Under Mortgage,875943,Not Verified,27-09-2011,Purchase Car,West Bengal,12.22127699,0,27-06-1993,,,17,0,362216,0.285920357,33,0,01-08-2012,115783.6195,???
30854,118853,41 months,16.23%,3795.314804,DA,6 years,Rental,530773,Source Verified,15-12-2011,Pay-off Other Loans,Tripura,17.52134842,0,09-01-2004,34,,10,0,95025,0.855908495,27,0,01-03-2015,3866.924804,???
30855,65237,39 months,11.95%,2026.69427,CD,4 years,Under Mortgage,961776,Not Verified,09-05-2008,Pay-off Other Loans,Uttarakhand,20.54478707,0,23-06-1994,,101,19,1,484490,0.846901452,56,0,01-10-2009,2026.69427,???
30856,186804,54 months,16.34%,4908.414636,DC,10 years and above,Under Mortgage,1092529,Verified,30-06-2011,Pay Credit Card Bill,Meghalaya,23.44925243,0,21-06-1999,,,16,0,469369,0.534480042,46,0,01-10-2011,4908.414636,???
30857,76803,42 months,7.67%,2090.742656,AD,3 years,Under Mortgage,595491,Source Verified,26-06-2011,Pay-off Other Loans,Karnataka,23.09129684,0,07-08-1992,,,20,0,55617,0.395282438,38,0,01-08-2012,59512.06266,???
30858,176076,45 months,13.02%,4966.078488,CB,3 years,Rental,878225,Not Verified,02-05-2010,Pay-off Other Loans,Uttar Pradesh,12.47552862,0,28-01-2001,52,,6,0,74921,0.596460349,15,292.7023572,01-08-2012,1788.288488,???
30859,95750,47 months,7.48%,2356.668485,AD,3 years,Under Mortgage,402742,Not Verified,15-08-2010,Pay-off Other Loans,Maharashtra,20.55759499,0,24-08-1994,,,16,0,115563,0.441111112,43,0,01-06-2014,2749.038485,???
30860,65962,45 months,10.04%,1765.127685,BA,Not available,Rental,600418,Not Verified,16-12-2011,Purchase Car,Bihar,10.57999955,0,31-12-1989,31,,11,0,92840,0.510627177,22,0,01-08-2015,1838.167685,???
30861,112366,36 months,12.09%,3736.832441,CD,2 years,Rental,732929,Not Verified,23-03-2008,Pay-off Other Loans,Uttar Pradesh,17.03067869,0,30-09-1996,0,0,10,0,95339,0.703614384,21,0,01-01-2009,3736.832441,???
30862,44196,55 months,15.16%,1119.633474,DD,9 years,Rental,1119230,Verified,15-12-2010,Agriculture,Uttarakhand,12.18188789,4,12-03-1995,17,,7,0,89796,0.720056206,32,0,01-11-2012,14414.89347,???
30863,54879,45 months,13.01%,1547.512422,CA,Less than 1 year,Under Mortgage,2748953,Not Verified,08-02-2010,Agriculture,Jammu and Kashmir,7.866288529,0,02-04-1993,36,16,12,1,149707,0.466212851,40,0,01-09-2013,1598.552422,???
30864,35049,41 months,6.97%,963.2262225,AC,6 years,Under Mortgage,520403,Source Verified,13-07-2011,Pay-off Other Loans,Uttar Pradesh,11.14278168,0,25-04-2006,,,7,0,21107,0.100312916,12,0,01-04-2014,8421.886223,???
30865,55062,46 months,7.09%,1370.455468,AC,1 year,Rental,262766,Not Verified,09-04-2011,Start Business,Uttar Pradesh,3.327871387,0,17-02-2004,,,3,0,0,0,9,0,01-05-2014,2439.215468,???
30866,165120,40 months,11.79%,5011.924674,BC,4 years,Rental,1332116,Verified,03-08-2009,Buy House,West Bengal,3.914929663,0,27-12-1996,,,11,0,147445,0.212471483,21,0,01-05-2012,36909.83467,???
30867,65828,44 months,5.63%,1659.235597,AA,1 year,Rental,1826066,Not Verified,07-08-2011,Purchase Car,Uttar Pradesh,3.806316825,0,24-01-1992,48,,7,0,150828,0.289148126,30,0,01-02-2015,1798.495597,???
30868,77082,48 months,16.18%,2191.771072,DB,10 years and above,Own,1584496,Not Verified,13-08-2011,Pay-off Other Loans,Karnataka,2.000534764,0,10-05-1993,54,,9,0,95647,0.908367333,16,168.1555882,01-05-2015,475.0010717,???
30869,263826,48 months,16.27%,7514.028179,DA,4 years,Rental,535987,Verified,20-01-2012,Pay-off Other Loans,Uttar Pradesh,6.350574012,0,04-05-1999,33,,8,0,81212,0.528365583,30,0,01-10-2014,116240.9982,???
30870,10908,45 months,9.72%,290.2093045,AE,2 years,Rental,337517,Not Verified,14-07-2009,Start Business,Daman and Diu,2.155100793,0,13-08-2004,,,8,0,129279,0.304955255,14,0,01-01-2012,4963.559305,???
30871,66061,39 months,5.33%,1848.50002,AA,10 years and above,Own,930498,Verified,23-02-2011,Pay-off Other Loans,Maharashtra,17.67647225,0,23-04-1984,,,8,0,85153,0.262107998,18,0,01-04-2014,1928.25002,???
30872,66018,56 months,16.72%,1705.869304,DD,Less than 1 year,Rental,437002,Verified,01-06-2011,Start Business,Bihar,6.397090642,0,12-11-2001,64,,5,0,85957,0.835237877,10,0,01-06-2012,1705.869304,???
30873,131963,48 months,7.91%,3216.108311,AE,10 years and above,Rental,612640,Verified,19-08-2010,Agriculture,Rajasthan,0,0,23-03-1999,,,4,0,0,0,18,0,01-08-2011,131991.7883,???
30874,185801,47 months,7.52%,4575.957941,AC,7 years,Rental,944879,Verified,23-11-2011,Pay Credit Card Bill,Maharashtra,15.33395609,0,19-03-2001,,,9,0,3096,0.078535986,16,0,01-07-2015,10674.46794,???
30875,93056,46 months,11.60%,2515.447838,BC,Not available,Rental,230100.2,Verified,23-11-2011,Pay-off Other Loans,Uttar Pradesh,16.72141839,0,07-05-1997,,,6,0,126672,0.591553361,16,0,01-08-2015,2614.117838,???
30876,76997,39 months,6.57%,2197.971211,AB,10 years and above,Rental,162467,Source Verified,14-08-2010,Relocation,Uttar Pradesh,15.14090886,0,16-06-1995,,,9,0,102235,0.12808092,32,0,01-10-2013,2550.631211,???
30877,60460,41 months,6.12%,1637.984086,AA,Less than 1 year,Rental,313860,Verified,09-12-2011,Medical,Bihar,23.29975853,0,29-05-2005,,,15,0,33496,0.171064934,26,0,01-09-2013,33268.81409,???
30878,88174,40 months,16.15%,2865.257404,DE,10 years and above,Rental,615820,Source Verified,22-06-2011,Pay-off Other Loans,Uttar Pradesh,22.66008974,0,14-09-2000,59,,7,0,48102,0.671013054,12,181.4252506,01-02-2014,2870.537404,???
30879,182166,60 months,14.64%,4299.259478,CC,7 years,Under Mortgage,566809,Source Verified,02-01-2012,Others,Nagaland,9.891960993,0,01-01-1995,,,7,0,212513,0.826755964,13,0,01-09-2015,4299.259478,???
30880,136486,36 months,11.35%,4490.978858,BB,5 years,Under Mortgage,1821171,Verified,23-02-2009,Pay Credit Card Bill,Uttar Pradesh,10.08934903,0,07-12-1990,,,9,0,108370,0.402779337,40,0,01-01-2011,51203.90886,???
30881,216244,40 months,15.22%,6926.510352,DE,10 years and above,Rental,570203,Source Verified,25-05-2009,Pay Credit Card Bill,Tamil Nadu,11.62822837,0,26-05-1993,,,11,0,479883,0.944380474,15,0,01-07-2012,7104.710352,???
30882,140617,47 months,9.01%,3561.95938,AE,Less than 1 year,Rental,432966,Source Verified,07-10-2011,Purchase Car,Uttar Pradesh,12.74485014,1,28-10-1992,10,,7,0,34544,0.11150539,15,0,01-08-2015,3597.15938,???
30883,197980,44 months,9.78%,5372.913854,BA,10 years and above,Under Mortgage,1981690,Verified,02-10-2011,Others,Punjab,6.177353601,0,27-09-1999,69,,3,0,72958,0.302822745,15,0,01-10-2014,48937.97385,???
30884,110090,60 months,16.27%,2693.055353,EA,Not available,Rental,453521.04,Source Verified,26-11-2010,Pay-off Other Loans,Uttar Pradesh,3.529027205,0,09-01-1999,74,,3,0,49705,0.543288971,12,0,01-09-2015,2691.075353,???
30885,275078,39 months,17.93%,9357.675232,FE,10 years and above,Under Mortgage,877389,Not Verified,03-12-2008,Pay-off Other Loans,Rajasthan,13.08719502,1,17-11-1993,4,,7,0,388324,0.840495716,33,0,01-09-2010,149679.2852,???
30886,13084,42 months,13.79%,394.4609163,CD,5 years,Own,661378,Not Verified,06-03-2010,Others,Tamil Nadu,2.764773401,0,31-05-2007,,,5,0,30375,0.640076376,10,167.6933719,01-03-2011,394.4609163,???
30887,220023,39 months,10.94%,6728.805845,BD,4 years,Under Mortgage,1053548,Verified,25-05-2010,Pay-off Other Loans,Jharkhand,10.11237512,0,05-05-1999,,,12,0,232883,0.561130357,32,0,01-02-2012,21764.92584,???
30888,274903,49 months,22.12%,8569.001091,FD,7 years,Rental,1979809,Source Verified,20-01-2012,Start Business,Uttar Pradesh,6.977889119,0,03-07-2005,,,5,0,124022,0.767355519,5,0,01-01-2012,8569.001091,???
30889,27349,39 months,14.57%,884.4829355,DA,9 years,Under Mortgage,711402.12,Not Verified,05-12-2009,Pay Credit Card Bill,Chandigarh,15.45695005,0,13-05-1999,40,78,8,1,51954,0.772990293,16,0,01-02-2013,933.2129355,???
30890,153908,39 months,9.97%,4636.096441,BA,2 years,Rental,612913,Not Verified,20-08-2011,Pay-off Other Loans,Jammu and Kashmir,16.66908107,0,02-01-2007,,,4,0,397,0.020109573,9,0,01-09-2014,4915.276441,???
30891,90067,37 months,6.80%,2705.29708,AE,2 years,Under Mortgage,449336,Verified,06-01-2011,Pay Credit Card Bill,Manipur,6.073772296,0,02-03-2002,34,,7,0,90849,0.703838943,21,0,01-09-2013,11066.94708,???
30892,82668,38 months,7.36%,2445.607899,AC,6 years,Under Mortgage,431814,Not Verified,10-11-2011,Start Business,Uttar Pradesh,9.290793837,0,15-06-1999,80,,5,0,49169,0.268579785,23,0,01-12-2014,2614.347899,???
30893,159610,60 months,11.83%,3536.576051,BE,10 years and above,Under Mortgage,550812,Source Verified,02-09-2010,Pay-off Other Loans,Tamil Nadu,17.89395643,0,13-08-1994,,,5,0,211226,0.640404717,10,0,01-07-2015,4003.306051,???
30894,165080,43 months,12.73%,4801.268022,CA,1 year,Under Mortgage,1379542,Verified,17-02-2009,Start Business,Himachal Pradesh,15.74244117,2,08-11-1991,8,,20,0,1201170,0.631182739,51,0,01-11-2010,26.73,???
30895,21959,48 months,9.83%,555.1184774,BA,3 years,Rental,549677,Not Verified,27-04-2010,Others,Uttar Pradesh,9.046312808,0,06-04-2006,,,5,0,13879,0.216242818,8,0,01-09-2012,12391.44848,???
30896,77152,45 months,8.61%,2012.116422,AE,4 years,Rental,463355,Not Verified,07-03-2008,Pay-off Other Loans,Uttar Pradesh,2.3750038,0,23-03-2002,49,0,7,0,72366,0.391470035,14,0,01-11-2011,2053.366422,???
30897,118740,44 months,10.22%,3246.907931,BE,2 years,Rental,624671,Not Verified,14-12-2010,Pay-off Other Loans,Assam,14.13558679,0,10-04-2001,84,,11,0,88338,0.712655501,18,0,01-07-2014,3371.207931,???
30898,197957,40 months,10.62%,5897.857726,BB,9 years,Rental,851905,Verified,10-12-2011,Pay-off Other Loans,Uttar Pradesh,10.3972034,0,16-09-2001,,,11,0,230553,0.598036463,25,0,01-03-2015,6115.767726,???
30899,79390,42 months,11.40%,2301.096191,BD,4 years,Rental,547073,Not Verified,09-05-2011,Pay-off Other Loans,Bihar,5.018282355,0,20-06-2002,43,,8,0,100348,0.455915717,11,0,01-10-2014,2490.626191,???
30900,175879,50 months,14.81%,4735.112651,DB,6 years,Rental,720799,Source Verified,21-05-2011,Pay-off Other Loans,Himachal Pradesh,15.78117666,0,05-09-1997,,,9,0,310525,0.80411802,24,0,01-07-2011,815.2626512,???
30901,219918,54 months,13.25%,5428.727848,CA,10 years and above,Under Mortgage,1248679,Verified,22-08-2010,Pay Credit Card Bill,Uttar Pradesh,12.24989386,0,26-07-1994,,,6,0,121241,0.571409511,25,0,01-01-2013,107292.9078,???
30902,165092,39 months,14.92%,5367.737547,DC,2 years,Under Mortgage,652712,Not Verified,06-12-2010,Pay-off Other Loans,Karnataka,15.3342768,0,28-11-1996,34,,18,0,148509,0.353371191,43,0,01-06-2011,155456.9075,???
30903,27370,47 months,6.86%,665.7103197,AE,Less than 1 year,Rental,500227,Not Verified,05-01-2011,Pay Credit Card Bill,Delhi,6.959937595,0,17-05-2006,,,13,0,54791,0.227475764,13,0,01-11-2014,694.8603197,???
30904,52784,36 months,5.87%,1602.565701,AA,6 years,Under Mortgage,540595,Not Verified,18-01-2012,Agriculture,Punjab,5.293297825,0,10-04-1996,,,9,0,923,0,21,0,01-08-2012,42093.7857,???
30905,30782,38 months,10.01%,948.5074492,BB,5 years,Rental,431819,Source Verified,26-04-2011,Pay-off Other Loans,Uttar Pradesh,19.84759187,0,04-03-1999,,,4,0,95756,0.803059142,20,0,01-05-2014,1068.957449,???
30906,110117,42 months,9.19%,3075.913277,AD,3 years,Under Mortgage,1037407,Source Verified,16-08-2009,Home Renovation,Haryana,12.60213535,0,26-02-1990,61,,9,0,0,0,34,0,01-05-2011,65182.13328,???
30907,77193,37 months,8.97%,2395.972609,AE,Less than 1 year,Rental,333724,Source Verified,09-11-2011,Pay Credit Card Bill,Odisha,17.51120945,0,10-11-2002,,,9,0,79775,0.71702349,20,0,01-04-2012,67955.97261,???
30908,266609,40 months,12.52%,8186.423464,BE,5 years,Own,1112706,Not Verified,06-01-2010,Pay-off Other Loans,Rajasthan,14.47744908,0,04-12-1997,,,4,0,364681,0.842790063,17,0,01-03-2013,8728.173464,???
30909,54983,60 months,14.11%,1282.519828,CC,10 years and above,Under Mortgage,1374571,Not Verified,11-08-2010,Pay Credit Card Bill,Gujarat,13.27555372,0,31-08-1992,,,13,0,264239,0.919197916,42,0,01-07-2015,1346.979828,???
30910,137666,40 months,17.58%,4572.474587,ED,2 years,Under Mortgage,1053238,Verified,26-03-2010,Pay Credit Card Bill,Himachal Pradesh,7.458342896,0,12-04-2002,67,,7,0,162902,0.760272936,18,0,01-07-2011,100632.6146,???
30911,66023,39 months,12.08%,2055.167223,BE,Less than 1 year,Under Mortgage,855303,Not Verified,27-08-2011,Others,Assam,3.986178251,2,24-09-1985,19,,9,0,761390,0.249186374,31,0,01-10-2014,2067.707223,???
30912,351931,60 months,21.75%,9669.160078,FC,10 years and above,Under Mortgage,1023301,Verified,09-10-2011,Home Renovation,Jammu and Kashmir,20.25293085,0,25-12-1993,,,12,0,632309,0.313953775,37,0,01-02-2015,165202.8901,???
30913,131976,46 months,14.16%,3734.000535,DD,6 years,Rental,718438,Not Verified,29-01-2009,Pay-off Other Loans,Maharashtra,4.865056536,1,15-02-1996,19,,6,0,135253,0.91627584,6,0,01-09-2012,3939.370535,???
30914,165002,40 months,15.15%,5279.450333,CD,1 year,Rental,323931,Source Verified,08-12-2011,Pay-off Other Loans,Gujarat,10.46231468,0,08-02-2007,,,9,0,176047,0.79327798,8,0,01-03-2015,5533.770333,???
30915,175861,39 months,11.06%,5388.447146,BE,10 years and above,Rental,1029747,Not Verified,12-02-2011,Pay Credit Card Bill,Odisha,24.49632188,0,05-09-1987,,,14,0,628096,0.610733659,21,0,01-05-2012,124733.2771,???
30916,180726,40 months,14.38%,5713.866186,CB,4 years,Rental,493029,Source Verified,08-01-2012,Pay-off Other Loans,Uttar Pradesh,22.65812471,0,08-03-2003,,,10,0,174206,0.847988819,20,0,01-02-2013,143710.8462,???
30917,197947,51 months,16.62%,5437.416495,DB,6 years,Under Mortgage,1099335,Verified,07-11-2011,Pay-off Other Loans,Odisha,7.05863752,0,21-02-2000,72,,13,0,171337,0.571239001,22,0,01-07-2011,188057.5465,???
30918,219918,60 months,17.03%,5469.434019,DD,4 years,Rental,1325187,Verified,10-06-2011,Pay-off Other Loans,Maharashtra,15.51566021,0,24-06-1996,,,11,0,283858,0.70621635,30,0,01-01-2015,45715.79402,???
30919,32935,39 months,11.70%,1019.270734,BC,4 years,Under Mortgage,565412,Not Verified,30-11-2009,Pay-off Other Loans,Kerala,9.927993849,0,03-05-1994,75,,11,0,61104,0.712209747,31,328.3360829,01-01-2013,1086.700734,???
30920,329905,60 months,22.51%,9208.252517,FE,1 year,Rental,3198313,Source Verified,14-12-2011,Pay-off Other Loans,Maharashtra,7.513315949,0,21-09-1994,,,11,0,507554,0.519607882,39,0,01-09-2015,9208.252517,???
30921,165187,37 months,10.63%,5255.403018,BB,2 years,Rental,686474,Source Verified,03-06-2011,Pay-off Other Loans,Assam,14.72927508,0,29-10-2000,,,8,0,56867,0.539896179,16,0,01-02-2014,21381.29302,???
30922,131964,42 months,11.38%,3823.856349,BE,Less than 1 year,Rental,713453,Not Verified,14-04-2010,Pay-off Other Loans,Bihar,11.00846665,0,22-06-1996,,,5,0,68203,0.839637339,19,0,01-04-2012,24155.70635,???
30923,164857,42 months,15.69%,5125.952097,DA,8 years,Under Mortgage,1121010,Verified,10-09-2011,Pay Credit Card Bill,Maharashtra,13.76580211,0,24-08-1985,31,,6,0,0,0.060236197,17,0,01-03-2014,64205.8521,???
30924,142977,60 months,16.02%,3478.800055,CE,4 years,Under Mortgage,931363,Source Verified,25-01-2012,Pay-off Other Loans,Odisha,7.823231281,0,13-11-2004,41,,17,0,168799,0.551479591,33,0,01-09-2015,3478.800055,???
30925,66163,38 months,7.45%,1960.011519,AD,10 years and above,Under Mortgage,823052,Not Verified,29-03-2010,Purchase Car,Karnataka,18.50448544,0,23-05-1994,,,10,0,290366,0.370469767,31,0,01-03-2013,2251.181519,???
30926,67672,38 months,12.02%,2150.070907,BE,Less than 1 year,Rental,326639,Not Verified,07-03-2009,Pay Credit Card Bill,Tamil Nadu,22.30592793,0,27-01-2003,,,10,0,169815,0.537587464,22,0,01-04-2012,2319.690907,???
30927,98931,47 months,13.80%,2736.455641,CE,10 years and above,Rental,508659,Verified,25-06-2009,Pay-off Other Loans,Bihar,6.298296938,0,01-02-1981,30,,6,0,83711,0.528307134,35,0,01-04-2013,2770.335641,???
30928,76816,43 months,10.14%,2137.984827,BA,2 years,Rental,473975,Source Verified,08-08-2011,Pay Credit Card Bill,Tamil Nadu,14.57675939,0,14-04-2004,,,18,0,61878,0.343038367,21,0,01-02-2015,2372.174827,???
30929,54961,42 months,10.54%,1570.413593,CB,Less than 1 year,Rental,167072,Not Verified,27-11-2007,Others,Mizoram,24.52277187,0,05-06-1999,0,0,8,0,0,0,9,1163.36619,01-03-2011,5170.493593,???
30930,219930,40 months,18.02%,7353.435939,FA,4 years,Rental,795451,Verified,07-10-2009,Start Business,Tamil Nadu,23.74502709,0,16-11-1999,48,100,14,1,24343,0.482903502,30,0,01-05-2012,2931.765939,???
30931,47256,41 months,11.70%,1403.770259,BC,4 years,Rental,1197928,Not Verified,24-02-2010,Others,Tamil Nadu,17.70976523,0,07-10-1980,58,,16,0,165189,0.291756758,31,0,01-06-2013,1560.300259,???
30932,38315,37 months,12.19%,1247.485522,BE,2 years,Rental,444699,Source Verified,20-08-2011,Purchase Car,Sikkim,21.47370191,0,29-12-1995,76,,11,0,109865,0.529152305,25,0,01-08-2012,4591.375522,???
30933,54803,60 months,13.36%,1256.990303,CB,4 years,Rental,328722,Verified,14-06-2011,Start Business,Odisha,15.86131546,0,08-10-2001,,,17,0,3001,0.022465275,30,0,01-09-2015,1256.990303,???
30934,57389,41 months,11.40%,1696.506662,BD,5 years,Under Mortgage,883733,Not Verified,23-05-2011,Purchase Car,Jharkhand,18.38442099,0,15-04-2001,,101,8,1,458044,0.82316546,19,0,01-02-2013,34376.40666,???
30935,99014,40 months,11.44%,2988.741587,BD,1 year,Rental,673124,Not Verified,14-10-2011,Pay-off Other Loans,Assam,15.7975813,0,09-02-2003,,,9,0,105640,0.718793152,31,0,01-12-2012,70320.18159,???
30936,77041,39 months,15.78%,2537.933683,CE,2 years,Rental,424457,Not Verified,08-12-2011,Pay-off Other Loans,Uttarakhand,12.31466584,0,21-06-2002,36,63,9,1,23616,0.732024107,18,0,01-04-2014,12412.08368,???
30937,19715,42 months,11.48%,572.200147,BD,10 years and above,Under Mortgage,553468,Not Verified,07-08-2011,Pay-off Other Loans,Lakshadweep,16.32315683,0,02-02-1988,,,13,0,288924,0.973146023,17,0,01-12-2014,624.560147,???
30938,274891,48 months,11.08%,7115.561581,BD,5 years,Under Mortgage,1312894,Not Verified,26-04-2010,Pay-off Other Loans,Madhya Pradesh,22.87856207,0,24-06-1994,,,13,0,1001779,0.759859065,38,0,01-02-2014,7783.811581,???
30939,10992,47 months,7.50%,270.6034531,AC,10 years and above,Under Mortgage,473877,Not Verified,16-11-2011,Home Renovation,Daman and Diu,23.29157142,0,26-12-2000,,,11,0,154499,0.533026884,21,0,01-08-2015,309.5434531,???
30940,153878,40 months,7.31%,4346.002374,AD,8 years,Under Mortgage,2206316,Verified,01-09-2011,Agriculture,Tripura,0.729114345,0,15-06-1999,,,7,0,0,0,17,0,01-03-2012,113781.7024,???
30941,112185,60 months,15.73%,2711.994731,DD,4 years,Rental,613313,Not Verified,02-06-2010,Pay-off Other Loans,Uttar Pradesh,16.01683495,3,18-07-1995,16,,6,0,3291,0.127023091,19,0,01-03-2015,8265.454731,???
30942,220156,60 months,11.07%,4794.786399,BC,10 years and above,Under Mortgage,825315,Verified,23-07-2011,Home Renovation,Goa,9.755582379,0,20-02-1999,,,13,0,158054,0.202641814,25,0,01-09-2015,4794.786399,???
30943,110075,41 months,11.26%,3246.712174,BA,5 years,Rental,889883,Not Verified,23-02-2010,Pay-off Other Loans,Bihar,4.87905706,0,21-05-2000,,,12,0,115478,0.573154231,24,0,01-11-2012,27620.51217,???
30944,11007,46 months,6.34%,270.1476825,AA,10 years and above,Under Mortgage,778750,Source Verified,28-06-2010,Holiday,Uttar Pradesh,1.844021211,0,08-09-1995,,,6,0,65812,0.166887244,27,0,01-12-2012,5120.817682,???
30945,207928,36 months,10.48%,6756.583296,BB,10 years and above,Under Mortgage,942105,Verified,01-09-2011,Pay-off Other Loans,Rajasthan,18.18127924,0,14-10-1997,,88,7,1,23769,0.253286234,14,0,01-08-2014,7072.283296,???
30946,39715,39 months,12.62%,1246.643694,BD,6 years,Rental,491451,Not Verified,03-12-2011,Purchase Car,Bihar,9.696689305,1,15-04-2004,13,,8,0,31754,0.551097072,28,0,01-02-2015,1310.223694,???
30947,165173,42 months,15.47%,5117.304073,DC,1 year,Rental,709565,Not Verified,10-09-2010,Pay-off Other Loans,Bihar,14.46449209,0,16-08-1999,31,,14,0,36749,0.603254682,39,289.716068,01-06-2013,5958.914073,???
30948,131853,37 months,5.86%,3904.071876,AA,4 years,Rental,654286,Source Verified,04-12-2011,Pay-off Other Loans,Uttar Pradesh,7.857412644,0,15-03-2004,,,10,0,22411,0.095721109,23,213.86,01-09-2014,11949.25188,???
30949,76973,41 months,10.77%,2252.171252,BD,Less than 1 year,Rental,944566,Verified,30-04-2011,Pay-off Other Loans,Delhi,15.42011424,0,27-01-1997,,,13,0,81130,0.754685474,25,0,01-06-2014,7380.811252,???
30950,65888,60 months,10.97%,1431.584629,BE,7 years,Rental,339594,Verified,08-05-2011,Pay Credit Card Bill,Odisha,19.25237538,0,28-05-2003,,,5,0,202068,0.485625635,13,0,01-10-2014,1109.504629,???
30951,110040,43 months,10.92%,3103.783911,BC,6 years,Under Mortgage,826536,Source Verified,21-09-2011,Pay Credit Card Bill,Uttar Pradesh,17.25601706,0,23-05-1995,,,7,0,461335,0.868221115,28,0,01-02-2015,3531.133911,???
30952,10948,40 months,10.19%,323.9650301,BE,7 years,Own,121986,Source Verified,09-12-2010,Agriculture,Gujarat,13.53477157,0,27-05-2007,,,3,0,0,0,5,147.7965475,01-03-2013,204.9450301,???
